10:46:18:9643839 Wip To Progress=================== 
10:46:19:8594351 -->Update111_EmpClassOK:1 
10:48:20:2873232 -->Update111_EmpClassOK:2688
10:48:20:2903234 -->Update111_EmpClassOK:2689
10:48:20:2943236 -->Update111_EmpClassOK:2690
10:48:20:2983238 -->Update111_EmpClassOK:2691
10:48:20:3103245 -->Update111_EmpClassOK:2692
10:48:20:3133247 -->Update111_EmpClassOK:2693
10:48:20:3163248 -->Update111_EmpClassOK:2694
10:48:20:3203251 -->Update111_EmpClassOK:2695
10:48:20:3233252 -->Update111_EmpClassOK:2696
10:48:20:3693279 -->Update111_EmpClassOK:2697
10:48:20:3883290 -->Update111_EmpClassOK:2698
10:48:20:3913291 -->Update111_EmpClassOK:2699
10:48:20:3963294 -->Update111_EmpClassOK:2700
10:48:20:3983295 -->Update111_EmpClassOK:2701
10:48:20:4013297 -->Update111_EmpClassOK:2702
10:48:20:4403319 -->Update111_EmpClassOK:2703
10:48:20:4703337 -->Update111_EmpClassOK:2704
10:48:20:4733338 -->Update111_EmpClassOK:2705
10:48:20:4763340 -->Update111_EmpClassOK:2706
10:48:20:4803342 -->Update111_EmpClassOK:2707
10:48:20:4823343 -->Update111_EmpClassOK:2708
10:48:20:5043356 -->Update111_EmpClassOK:2709
10:48:20:5213366 -->Update111_EmpClassOK:2710
10:48:20:5293370 -->Update111_EmpClassOK:2711
10:48:20:5323372 -->Update111_EmpClassOK:2712
10:48:20:5553385 -->Update111_EmpClassOK:2713
10:48:20:5723395 -->Update111_EmpClassOK:2714
10:48:20:5753397 -->Update111_EmpClassOK:2715
10:48:20:5803399 -->Update111_EmpClassOK:2716
10:48:20:5843402 -->Update111_EmpClassOK:2717
10:48:20:5873403 -->Update111_EmpClassOK:2718
10:48:20:6403434 -->Update111_EmpClassOK:2719
10:48:20:6443436 -->Update111_EmpClassOK:2720
10:48:20:6473438 -->Update111_EmpClassOK:2721
10:48:20:6523441 -->Update111_EmpClassOK:2722
10:48:20:6723452 -->Update111_EmpClassOK:2723
10:48:20:6763454 -->Update111_EmpClassOK:2724
10:48:20:6983467 -->Update111_EmpClassOK:2725
10:48:20:7023469 -->Update111_EmpClassOK:2726
10:48:20:7063472 -->Update111_EmpClassOK:2727
10:48:20:7093473 -->Update111_EmpClassOK:2728
10:48:20:7133476 -->Update111_EmpClassOK:2729
10:48:20:7653505 -->Update111_EmpClassOK:2730
10:48:20:7943522 -->Update111_EmpClassOK:2731
10:48:20:8533556 -->Update111_EmpClassOK:2732
10:48:21:1643733 -->Update111_EmpClassOK:2733
10:48:21:2943808 -->Update111_EmpClassOK:2734
10:48:21:2983810 -->Update111_EmpClassOK:2735
10:48:21:3023812 -->Update111_EmpClassOK:2736
10:48:21:4703909 -->Update111_EmpClassOK:2737
10:48:21:4813915 -->Update111_EmpClassOK:2738
10:48:21:4843917 -->Update111_EmpClassOK:2739
10:48:21:8714138 -->Update111_EmpClassOK:2740
10:48:21:8754140 -->Update111_EmpClassOK:2741
10:48:21:9164164 -->Update111_EmpClassOK:2742
10:48:21:9344174 -->Update111_EmpClassOK:2743
10:48:21:9464181 -->Update111_EmpClassOK:2744
10:48:21:9704195 -->Update111_EmpClassOK:2745
10:48:21:9864204 -->Update111_EmpClassOK:2746
10:48:21:9894205 -->Update111_EmpClassOK:2747
10:48:22:0304229 -->Update111_EmpClassOK:2748
10:48:22:0364232 -->Update111_EmpClassOK:2749
10:48:22:0414235 -->Update111_EmpClassOK:2750
10:48:22:0444237 -->Update111_EmpClassOK:2751
10:48:22:0634248 -->Update111_EmpClassOK:2752
10:48:22:0834259 -->Update111_EmpClassOK:2753
10:48:22:1334288 -->Update111_EmpClassOK:2754
10:48:22:1444294 -->Update111_EmpClassOK:2755
10:48:22:1474296 -->Update111_EmpClassOK:2756
10:48:22:1624304 -->Update111_EmpClassOK:2757
10:48:22:1814315 -->Update111_EmpClassOK:2758
10:48:22:2284342 -->Update111_EmpClassOK:2759
10:48:22:2454352 -->Update111_EmpClassOK:2760
10:48:22:2624362 -->Update111_EmpClassOK:2761
10:48:22:3184394 -->Update111_EmpClassOK:2762
10:48:22:3264398 -->Update111_EmpClassOK:2763
10:48:22:4494469 -->Update111_EmpClassOK:2764
10:48:22:6454581 -->Update111_EmpClassOK:2765
10:48:22:8774713 -->Update111_EmpClassOK:2766
10:48:23:0174793 -->Update111_EmpClassOK:2767
10:48:23:0214796 -->Update111_EmpClassOK:2768
10:48:23:0274799 -->Update111_EmpClassOK:2769
10:48:23:2764942 -->Update111_EmpClassOK:2770
10:48:23:2944952 -->Update111_EmpClassOK:2771
10:48:23:4135020 -->Update111_EmpClassOK:2772
10:48:23:4415036 -->Update111_EmpClassOK:2773
10:48:23:4785057 -->Update111_EmpClassOK:2774
10:48:23:5025071 -->Update111_EmpClassOK:2775
10:48:23:5075074 -->Update111_EmpClassOK:2776
10:48:23:5265085 -->Update111_EmpClassOK:2777
10:48:23:5925122 -->Update111_EmpClassOK:2778
10:48:23:6525157 -->Update111_EmpClassOK:2779
10:48:23:6815173 -->Update111_EmpClassOK:2780
10:48:23:7125191 -->Update111_EmpClassOK:2781
10:48:23:7335203 -->Update111_EmpClassOK:2782
10:48:23:7565216 -->Update111_EmpClassOK:2783
10:48:23:7745226 -->Update111_EmpClassOK:2784
10:48:23:8085246 -->Update111_EmpClassOK:2785
10:48:23:8415265 -->Update111_EmpClassOK:2786
10:48:23:8705281 -->Update111_EmpClassOK:2787
10:48:24:0815402 -->Update111_EmpClassOK:2788
10:48:24:8695853 -->Update111_EmpClassOK:2789
10:48:25:0965983 -->Update111_EmpClassOK:2790
10:48:25:3626135 -->Update111_EmpClassOK:2791
10:48:25:3906151 -->Update111_EmpClassOK:2792
10:48:25:4266171 -->Update111_EmpClassOK:2793
10:48:25:4506185 -->Update111_EmpClassOK:2794
10:48:25:4916209 -->Update111_EmpClassOK:2795
10:48:25:5476241 -->Update111_EmpClassOK:2796
10:48:25:5866263 -->Update111_EmpClassOK:2797
10:48:25:5906265 -->Update111_EmpClassOK:2798
10:48:25:6036273 -->Update111_EmpClassOK:2799
10:48:25:6346290 -->Update111_EmpClassOK:2800
10:48:25:6636307 -->Update111_EmpClassOK:2801
10:48:25:6866320 -->Update111_EmpClassOK:2802
10:48:25:7186338 -->Update111_EmpClassOK:2803
10:48:25:7756371 -->Update111_EmpClassOK:2804
10:48:25:7886378 -->Update111_EmpClassOK:2805
10:48:25:8216397 -->Update111_EmpClassOK:2806
10:48:25:8346405 -->Update111_EmpClassOK:2807
10:48:25:8426409 -->Update111_EmpClassOK:2808
10:48:25:8546416 -->Update111_EmpClassOK:2809
10:48:25:8886436 -->Update111_EmpClassOK:2810
10:48:25:8926438 -->Update111_EmpClassOK:2811
10:48:25:9106448 -->Update111_EmpClassOK:2812
10:48:25:9356462 -->Update111_EmpClassOK:2813
10:48:26:0586533 -->Update111_EmpClassOK:2814
10:48:26:1766600 -->Update111_EmpClassOK:2815
10:48:26:1896608 -->Update111_EmpClassOK:2816
10:48:26:1926610 -->Update111_EmpClassOK:2817
10:48:26:2926667 -->Update111_EmpClassOK:2818
10:48:26:2976670 -->Update111_EmpClassOK:2819
10:48:26:8706997 -->Update111_EmpClassOK:2820
10:48:26:9727056 -->Update111_EmpClassOK:2821
10:48:26:9937068 -->Update111_EmpClassOK:2822
10:48:27:0157080 -->Update111_EmpClassOK:2823
10:48:27:0327090 -->Update111_EmpClassOK:2824
10:48:27:0707112 -->Update111_EmpClassOK:2825
10:48:27:0917124 -->Update111_EmpClassOK:2826
10:48:27:1047131 -->Update111_EmpClassOK:2827
10:48:27:1347148 -->Update111_EmpClassOK:2828
10:48:27:1547160 -->Update111_EmpClassOK:2829
10:48:27:1957183 -->Update111_EmpClassOK:2830
10:48:27:2487214 -->Update111_EmpClassOK:2831
10:48:27:2847234 -->Update111_EmpClassOK:2832
10:48:27:5407381 -->Update111_EmpClassOK:2833
10:48:27:5447383 -->Update111_EmpClassOK:2834
10:48:27:7877522 -->Update111_EmpClassOK:2835
10:48:27:7947526 -->Update111_EmpClassOK:2836
10:48:27:8287545 -->Update111_EmpClassOK:2837
10:48:27:8567561 -->Update111_EmpClassOK:2838
10:48:28:1247715 -->Update111_EmpClassOK:2839
10:48:28:3027816 -->Update111_EmpClassOK:2840
10:48:28:3287831 -->Update111_EmpClassOK:2841
10:48:28:3647852 -->Update111_EmpClassOK:2842
10:48:28:3927868 -->Update111_EmpClassOK:2843
10:48:28:4257887 -->Update111_EmpClassOK:2844
10:48:28:4477899 -->Update111_EmpClassOK:2845
10:48:28:4747915 -->Update111_EmpClassOK:2846
10:48:28:6167996 -->Update111_EmpClassOK:2847
10:48:28:8638137 -->Update111_EmpClassOK:2848
10:48:28:8998158 -->Update111_EmpClassOK:2849
10:48:28:9058161 -->Update111_EmpClassOK:2850
10:48:28:9388180 -->Update111_EmpClassOK:2851
10:48:28:9658196 -->Update111_EmpClassOK:2852
10:48:28:9908210 -->Update111_EmpClassOK:2853
10:48:29:0188226 -->Update111_EmpClassOK:2854
10:48:29:2758373 -->Update111_EmpClassOK:2855
10:48:29:4298461 -->Update111_EmpClassOK:2856
10:48:29:4558476 -->Update111_EmpClassOK:2857
10:48:29:4658482 -->Update111_EmpClassOK:2858
10:48:29:5098507 -->Update111_EmpClassOK:2859
10:48:29:5668539 -->Update111_EmpClassOK:2860
10:48:29:5818548 -->Update111_EmpClassOK:2861
10:48:29:5998558 -->Update111_EmpClassOK:2862
10:48:30:2258916 -->Update111_EmpClassOK:2863
10:48:30:4889067 -->Update111_EmpClassOK:2864
10:48:30:5439098 -->Update111_EmpClassOK:2865
10:48:30:5539104 -->Update111_EmpClassOK:2866
10:48:30:5699113 -->Update111_EmpClassOK:2867
10:48:30:6279146 -->Update111_EmpClassOK:2868
10:48:30:6319149 -->Update111_EmpClassOK:2869
10:48:30:6409154 -->Update111_EmpClassOK:2870
10:48:30:6669169 -->Update111_EmpClassOK:2871
10:48:30:7239201 -->Update111_EmpClassOK:2872
10:48:31:0079364 -->Update111_EmpClassOK:2873
10:48:31:1649453 -->Update111_EmpClassOK:2874
10:48:31:2279490 -->Update111_EmpClassOK:2875
10:48:31:2479501 -->Update111_EmpClassOK:2876
10:48:31:2589507 -->Update111_EmpClassOK:2877
10:48:31:5799691 -->Update111_EmpClassOK:2878
10:48:31:5839693 -->Update111_EmpClassOK:2879
10:48:31:6149711 -->Update111_EmpClassOK:2880
10:48:31:8639853 -->Update111_EmpClassOK:2881
10:48:31:9049877 -->Update111_EmpClassOK:2882
10:48:31:9489902 -->Update111_EmpClassOK:2883
10:48:32:2150054 -->Update111_EmpClassOK:2884
10:48:32:2490074 -->Update111_EmpClassOK:2885
10:48:32:3190114 -->Update111_EmpClassOK:2886
10:48:32:6040277 -->Update111_EmpClassOK:2887
10:48:32:6150283 -->Update111_EmpClassOK:2888
10:48:32:6210286 -->Update111_EmpClassOK:2889
10:48:32:6460301 -->Update111_EmpClassOK:2890
10:48:32:7080336 -->Update111_EmpClassOK:2891
10:48:32:7210344 -->Update111_EmpClassOK:2892
10:48:32:7540362 -->Update111_EmpClassOK:2893
10:48:33:0820550 -->Update111_EmpClassOK:2894
10:48:33:2240631 -->Update111_EmpClassOK:2895
10:48:33:2400640 -->Update111_EmpClassOK:2896
10:48:33:2820664 -->Update111_EmpClassOK:2897
10:48:33:3400698 -->Update111_EmpClassOK:2898
10:48:33:3850723 -->Update111_EmpClassOK:2899
10:48:33:4170742 -->Update111_EmpClassOK:2900
10:48:33:6720887 -->Update111_EmpClassOK:2901
10:48:33:8100966 -->Update111_EmpClassOK:2902
10:48:33:8460987 -->Update111_EmpClassOK:2903
10:48:33:8600995 -->Update111_EmpClassOK:2904
10:48:33:8931014 -->Update111_EmpClassOK:2905
10:48:33:8961016 -->Update111_EmpClassOK:2906
10:48:33:9311036 -->Update111_EmpClassOK:2907
10:48:34:3361267 -->Update111_EmpClassOK:2908
10:48:34:3991303 -->Update111_EmpClassOK:2909
10:48:34:4201315 -->Update111_EmpClassOK:2910
10:48:34:4431329 -->Update111_EmpClassOK:2911
10:48:34:4801350 -->Update111_EmpClassOK:2912
10:48:34:5531391 -->Update111_EmpClassOK:2913
10:48:34:6371439 -->Update111_EmpClassOK:2914
10:48:34:8651570 -->Update111_EmpClassOK:2915
10:48:34:8861582 -->Update111_EmpClassOK:2916
10:48:35:1751747 -->Update111_EmpClassOK:2917
10:48:35:2141770 -->Update111_EmpClassOK:2918
10:48:35:4191887 -->Update111_EmpClassOK:2919
10:48:35:4561908 -->Update111_EmpClassOK:2920
10:48:35:4931929 -->Update111_EmpClassOK:2921
10:48:35:6732032 -->Update111_EmpClassOK:2922
10:48:35:7712088 -->Update111_EmpClassOK:2923
10:48:35:7872097 -->Update111_EmpClassOK:2924
10:48:35:8452130 -->Update111_EmpClassOK:2925
10:48:35:9612197 -->Update111_EmpClassOK:2926
10:48:36:0442244 -->Update111_EmpClassOK:2927
10:48:36:1002276 -->Update111_EmpClassOK:2928
10:48:36:1482304 -->Update111_EmpClassOK:2929
10:48:36:3012391 -->Update111_EmpClassOK:2930
10:48:36:4572481 -->Update111_EmpClassOK:2931
10:48:36:5152514 -->Update111_EmpClassOK:2932
10:48:36:5272521 -->Update111_EmpClassOK:2933
10:48:36:6762606 -->Update111_EmpClassOK:2934
10:48:36:8232690 -->Update111_EmpClassOK:2935
10:48:36:9962789 -->Update111_EmpClassOK:2936
10:48:37:0092796 -->Update111_EmpClassOK:2937
10:48:37:0202803 -->Update111_EmpClassOK:2938
10:48:37:0272807 -->Update111_EmpClassOK:2939
10:48:37:1002848 -->Update111_EmpClassOK:2940
10:48:37:3362983 -->Update111_EmpClassOK:2941
10:48:37:3452988 -->Update111_EmpClassOK:2942
10:48:37:3723004 -->Update111_EmpClassOK:2943
10:48:37:5453103 -->Update111_EmpClassOK:2944
10:48:37:6503163 -->Update111_EmpClassOK:2945
10:48:37:6883185 -->Update111_EmpClassOK:2946
10:48:37:9473333 -->Update111_EmpClassOK:2947
10:48:37:9853355 -->Update111_EmpClassOK:2948
10:48:38:0113369 -->Update111_EmpClassOK:2949
10:48:38:2953532 -->Update111_EmpClassOK:2950
10:48:38:3583568 -->Update111_EmpClassOK:2951
10:48:38:3643571 -->Update111_EmpClassOK:2952
10:48:38:3903586 -->Update111_EmpClassOK:2953
10:48:38:6583739 -->Update111_EmpClassOK:2954
10:48:38:6933760 -->Update111_EmpClassOK:2955
10:48:38:7353784 -->Update111_EmpClassOK:2956
10:48:39:0593969 -->Update111_EmpClassOK:2957
10:48:39:0923988 -->Update111_EmpClassOK:2958
10:48:39:1274008 -->Update111_EmpClassOK:2959
10:48:39:3344126 -->Update111_EmpClassOK:2960
10:48:39:3654144 -->Update111_EmpClassOK:2961
10:48:39:3944160 -->Update111_EmpClassOK:2962
10:48:39:6644315 -->Update111_EmpClassOK:2963
10:48:39:6984334 -->Update111_EmpClassOK:2964
10:48:39:7254350 -->Update111_EmpClassOK:2965
10:48:39:9974505 -->Update111_EmpClassOK:2966
10:48:40:0144515 -->Update111_EmpClassOK:2967
10:48:40:0184517 -->Update111_EmpClassOK:2968
10:48:40:0394529 -->Update111_EmpClassOK:2969
10:48:40:0584540 -->Update111_EmpClassOK:2970
10:48:40:3534709 -->Update111_EmpClassOK:2971
10:48:40:4324754 -->Update111_EmpClassOK:2972
10:48:40:6614885 -->Update111_EmpClassOK:2973
10:48:40:7014908 -->Update111_EmpClassOK:2974
10:48:40:7054910 -->Update111_EmpClassOK:2975
10:48:40:7674946 -->Update111_EmpClassOK:2976
10:48:41:0725120 -->Update111_EmpClassOK:2977
10:48:41:1115143 -->Update111_EmpClassOK:2978
10:48:41:2865243 -->Update111_EmpClassOK:2979
10:48:41:4475335 -->Update111_EmpClassOK:2980
10:48:41:4865357 -->Update111_EmpClassOK:2981
10:48:41:5075369 -->Update111_EmpClassOK:2982
10:48:41:7385501 -->Update111_EmpClassOK:2983
10:48:41:8165546 -->Update111_EmpClassOK:2984
10:48:41:8545568 -->Update111_EmpClassOK:2985
10:48:42:0375672 -->Update111_EmpClassOK:2986
10:48:42:1665746 -->Update111_EmpClassOK:2987
10:48:42:1715749 -->Update111_EmpClassOK:2988
10:48:42:2075770 -->Update111_EmpClassOK:2989
10:48:42:2125772 -->Update111_EmpClassOK:2990
10:48:42:2485793 -->Update111_EmpClassOK:2991
10:48:42:2585799 -->Update111_EmpClassOK:2992
10:48:42:3805868 -->Update111_EmpClassOK:2993
10:48:42:4915932 -->Update111_EmpClassOK:2994
10:48:42:5185947 -->Update111_EmpClassOK:2995
10:48:42:5765981 -->Update111_EmpClassOK:2996
10:48:42:6015995 -->Update111_EmpClassOK:2997
10:48:42:6055997 -->Update111_EmpClassOK:2998
10:48:42:7676090 -->Update111_EmpClassOK:2999
10:48:42:9316184 -->Update111_EmpClassOK:3000
10:48:42:9646203 -->Update111_EmpClassOK:3001
10:48:43:0236236 -->Update111_EmpClassOK:3002
10:48:43:2536368 -->Update111_EmpClassOK:3003
10:48:43:2656375 -->Update111_EmpClassOK:3004
10:48:43:2686376 -->Update111_EmpClassOK:3005
10:48:43:2936391 -->Update111_EmpClassOK:3006
10:48:43:2976393 -->Update111_EmpClassOK:3007
10:48:43:5246523 -->Update111_EmpClassOK:3008
10:48:43:5466535 -->Update111_EmpClassOK:3009
10:48:43:5586542 -->Update111_EmpClassOK:3010
10:48:43:5766553 -->Update111_EmpClassOK:3011
10:48:43:5926562 -->Update111_EmpClassOK:3012
10:48:43:6206578 -->Update111_EmpClassOK:3013
10:48:43:7616658 -->Update111_EmpClassOK:3014
10:48:43:8926733 -->Update111_EmpClassOK:3015
10:48:43:9176748 -->Update111_EmpClassOK:3016
10:48:43:9456764 -->Update111_EmpClassOK:3017
10:48:43:9776782 -->Update111_EmpClassOK:3018
10:48:44:0016796 -->Update111_EmpClassOK:3019
10:48:44:0236808 -->Update111_EmpClassOK:3020
10:48:44:0366816 -->Update111_EmpClassOK:3021
10:48:44:0396817 -->Update111_EmpClassOK:3022
10:48:44:0606829 -->Update111_EmpClassOK:3023
10:48:44:0946849 -->Update111_EmpClassOK:3024
10:48:44:1326871 -->Update111_EmpClassOK:3025
10:48:44:1466879 -->Update111_EmpClassOK:3026
10:48:44:1726893 -->Update111_EmpClassOK:3027
10:48:44:4847072 -->Update111_EmpClassOK:3028
10:48:44:4977079 -->Update111_EmpClassOK:3029
10:48:44:6927191 -->Update111_EmpClassOK:3030
10:48:44:7567228 -->Update111_EmpClassOK:3031
10:48:44:7767239 -->Update111_EmpClassOK:3032
10:48:44:7877245 -->Update111_EmpClassOK:3033
10:48:44:8057256 -->Update111_EmpClassOK:3034
10:48:44:8277268 -->Update111_EmpClassOK:3035
10:48:44:8647289 -->Update111_EmpClassOK:3036
10:48:44:9007310 -->Update111_EmpClassOK:3037
10:48:44:9227322 -->Update111_EmpClassOK:3038
10:48:44:9407333 -->Update111_EmpClassOK:3039
10:48:44:9677348 -->Update111_EmpClassOK:3040
10:48:44:9967365 -->Update111_EmpClassOK:3041
10:48:45:0207379 -->Update111_EmpClassOK:3042
10:48:45:0317385 -->Update111_EmpClassOK:3043
10:48:45:0347387 -->Update111_EmpClassOK:3044
10:48:45:0437392 -->Update111_EmpClassOK:3045
10:48:45:0477394 -->Update111_EmpClassOK:3046
10:48:45:0597401 -->Update111_EmpClassOK:3047
10:48:45:0657404 -->Update111_EmpClassOK:3048
10:48:45:0707407 -->Update111_EmpClassOK:3049
10:48:45:0817413 -->Update111_EmpClassOK:3050
10:48:45:0907419 -->Update111_EmpClassOK:3051
10:48:45:1047427 -->Update111_EmpClassOK:3052
10:48:45:1397447 -->Update111_EmpClassOK:3053
10:48:45:2567514 -->Update111_EmpClassOK:3054
10:48:45:3597572 -->Update111_EmpClassOK:3055
10:48:45:4487623 -->Update111_EmpClassOK:3056
10:48:45:6817757 -->Update111_EmpClassOK:3057
10:48:45:8107830 -->Update111_EmpClassOK:3058
10:48:45:9267897 -->Update111_EmpClassOK:3059
10:48:46:0287955 -->Update111_EmpClassOK:3060
10:48:46:0327957 -->Update111_EmpClassOK:3061
10:48:46:0807985 -->Update111_EmpClassOK:3062
10:48:46:1198007 -->Update111_EmpClassOK:3063
10:48:46:1568028 -->Update111_EmpClassOK:3064
10:48:46:1638032 -->Update111_EmpClassOK:3065
10:48:46:1808042 -->Update111_EmpClassOK:3066
10:48:46:1898047 -->Update111_EmpClassOK:3067
10:48:46:2188064 -->Update111_EmpClassOK:3068
10:48:46:2318071 -->Update111_EmpClassOK:3069
10:48:46:2668091 -->Update111_EmpClassOK:3070
10:48:46:2858102 -->Update111_EmpClassOK:3071
10:48:46:2938107 -->Update111_EmpClassOK:3072
10:48:46:2988110 -->Update111_EmpClassOK:3073
10:48:46:3078115 -->Update111_EmpClassOK:3074
10:48:46:3118117 -->Update111_EmpClassOK:3075
10:48:46:3158119 -->Update111_EmpClassOK:3076
10:48:46:3188121 -->Update111_EmpClassOK:3077
10:48:46:3278126 -->Update111_EmpClassOK:3078
10:48:46:3498139 -->Update111_EmpClassOK:3079
10:48:46:3808156 -->Update111_EmpClassOK:3080
10:48:46:4038170 -->Update111_EmpClassOK:3081
10:48:46:4398190 -->Update111_EmpClassOK:3082
10:48:46:4438193 -->Update111_EmpClassOK:3083
10:48:46:4538198 -->Update111_EmpClassOK:3084
10:48:46:4718209 -->Update111_EmpClassOK:3085
10:48:46:6008282 -->Update111_EmpClassOK:3086
10:48:46:6188293 -->Update111_EmpClassOK:3087
10:48:46:9148462 -->Update111_EmpClassOK:3088
10:48:47:2388647 -->Update111_EmpClassOK:3089
10:48:47:3438707 -->Update111_EmpClassOK:3090
10:48:47:4108746 -->Update111_EmpClassOK:3091
10:48:47:4148748 -->Update111_EmpClassOK:3092
10:48:47:4238753 -->Update111_EmpClassOK:3093
10:48:47:4378761 -->Update111_EmpClassOK:3094
10:48:47:4418763 -->Update111_EmpClassOK:3095
10:48:47:4598774 -->Update111_EmpClassOK:3096
10:48:47:4658777 -->Update111_EmpClassOK:3097
10:48:47:4978795 -->Update111_EmpClassOK:3098
10:48:47:5328815 -->Update111_EmpClassOK:3099
10:48:47:5408820 -->Update111_EmpClassOK:3100
10:48:47:5498825 -->Update111_EmpClassOK:3101
10:48:47:5568829 -->Update111_EmpClassOK:3102
10:48:47:5648834 -->Update111_EmpClassOK:3103
10:48:47:5778841 -->Update111_EmpClassOK:3104
10:48:47:6028855 -->Update111_EmpClassOK:3105
10:48:47:6058857 -->Update111_EmpClassOK:3106
10:48:47:6308871 -->Update111_EmpClassOK:3107
10:48:47:6378875 -->Update111_EmpClassOK:3108
10:48:47:6418878 -->Update111_EmpClassOK:3109
10:48:47:6638890 -->Update111_EmpClassOK:3110
10:48:47:6808900 -->Update111_EmpClassOK:3111
10:48:47:6988910 -->Update111_EmpClassOK:3112
10:48:47:7108917 -->Update111_EmpClassOK:3113
10:48:47:7148920 -->Update111_EmpClassOK:3114
10:48:47:7248925 -->Update111_EmpClassOK:3115
10:48:47:7448937 -->Update111_EmpClassOK:3116
10:48:47:7668949 -->Update111_EmpClassOK:3117
10:48:47:7788956 -->Update111_EmpClassOK:3118
10:48:47:7838959 -->Update111_EmpClassOK:3119
10:48:47:7958966 -->Update111_EmpClassOK:3120
10:48:48:0999140 -->Update111_EmpClassOK:3121
10:48:48:2399220 -->Update111_EmpClassOK:3122
10:48:48:3599288 -->Update111_EmpClassOK:3123
10:48:48:4879362 -->Update111_EmpClassOK:3124
10:48:49:0869704 -->Update111_EmpClassOK:3125
10:48:49:1199723 -->Update111_EmpClassOK:3126
10:48:49:1269727 -->Update111_EmpClassOK:3127
10:48:49:1619747 -->Update111_EmpClassOK:3128
10:48:49:2199780 -->Update111_EmpClassOK:3129
10:48:49:2309787 -->Update111_EmpClassOK:3130
10:48:49:2649806 -->Update111_EmpClassOK:3131
10:48:49:3279842 -->Update111_EmpClassOK:3132
10:48:49:3409850 -->Update111_EmpClassOK:3133
10:48:49:4189894 -->Update111_EmpClassOK:3134
10:48:49:4289900 -->Update111_EmpClassOK:3135
10:48:49:4469910 -->Update111_EmpClassOK:3136
10:48:49:4679922 -->Update111_EmpClassOK:3137
10:48:49:4929937 -->Update111_EmpClassOK:3138
10:48:49:5279957 -->Update111_EmpClassOK:3139
10:48:49:5319959 -->Update111_EmpClassOK:3140
10:48:49:5479968 -->Update111_EmpClassOK:3141
10:48:49:5519970 -->Update111_EmpClassOK:3142
10:48:49:5629977 -->Update111_EmpClassOK:3143
10:48:49:6180008 -->Update111_EmpClassOK:3144
10:48:49:6240011 -->Update111_EmpClassOK:3145
10:48:49:6530028 -->Update111_EmpClassOK:3146
10:48:49:6850046 -->Update111_EmpClassOK:3147
10:48:49:6930051 -->Update111_EmpClassOK:3148
10:48:49:7130062 -->Update111_EmpClassOK:3149
10:48:49:8300129 -->Update111_EmpClassOK:3150
10:48:50:0530257 -->Update111_EmpClassOK:3151
10:48:50:1940338 -->Update111_EmpClassOK:3152
10:48:50:5350533 -->Update111_EmpClassOK:3153
10:48:50:6210582 -->Update111_EmpClassOK:3154
10:48:50:6460596 -->Update111_EmpClassOK:3155
10:48:50:6490598 -->Update111_EmpClassOK:3156
10:48:50:6850618 -->Update111_EmpClassOK:3157
10:48:50:6980626 -->Update111_EmpClassOK:3158
10:48:50:7210639 -->Update111_EmpClassOK:3159
10:48:50:7240641 -->Update111_EmpClassOK:3160
10:48:50:7420651 -->Update111_EmpClassOK:3161
10:48:50:7600661 -->Update111_EmpClassOK:3162
10:48:50:7760670 -->Update111_EmpClassOK:3163
10:48:50:7910679 -->Update111_EmpClassOK:3164
10:48:50:8180694 -->Update111_EmpClassOK:3165
10:48:50:8220697 -->Update111_EmpClassOK:3166
10:48:50:8250698 -->Update111_EmpClassOK:3167
10:48:50:8400707 -->Update111_EmpClassOK:3168
10:48:50:8510713 -->Update111_EmpClassOK:3169
10:48:50:8690724 -->Update111_EmpClassOK:3170
10:48:50:8900736 -->Update111_EmpClassOK:3171
10:48:50:9270757 -->Update111_EmpClassOK:3172
10:48:50:9350761 -->Update111_EmpClassOK:3173
10:48:50:9950796 -->Update111_EmpClassOK:3174
10:48:51:0080803 -->Update111_EmpClassOK:3175
10:48:51:0430823 -->Update111_EmpClassOK:3176
10:48:51:0680837 -->Update111_EmpClassOK:3177
10:48:51:1090861 -->Update111_EmpClassOK:3178
10:48:51:1410879 -->Update111_EmpClassOK:3179
10:48:51:1760899 -->Update111_EmpClassOK:3180
10:48:51:3040972 -->Update111_EmpClassOK:3181
10:48:51:3250984 -->Update111_EmpClassOK:3182
10:48:51:4071031 -->Update111_EmpClassOK:3183
10:48:51:9671352 -->Update111_EmpClassOK:3184
10:48:52:0911423 -->Update111_EmpClassOK:3185
10:48:52:0951425 -->Update111_EmpClassOK:3186
10:48:52:4361620 -->Update111_EmpClassOK:3187
10:48:52:4401622 -->Update111_EmpClassOK:3188
10:48:52:4741642 -->Update111_EmpClassOK:3189
10:48:52:5311674 -->Update111_EmpClassOK:3190
10:48:52:5541687 -->Update111_EmpClassOK:3191
10:48:52:6141722 -->Update111_EmpClassOK:3192
10:48:52:6351734 -->Update111_EmpClassOK:3193
10:48:52:6721755 -->Update111_EmpClassOK:3194
10:48:52:7231784 -->Update111_EmpClassOK:3195
10:48:52:7291788 -->Update111_EmpClassOK:3196
10:48:52:7321789 -->Update111_EmpClassOK:3197
10:48:52:7421795 -->Update111_EmpClassOK:3198
10:48:52:7721812 -->Update111_EmpClassOK:3199
10:48:52:8221841 -->Update111_EmpClassOK:3200
10:48:52:8301845 -->Update111_EmpClassOK:3201
10:48:52:8641865 -->Update111_EmpClassOK:3202
10:48:52:8851877 -->Update111_EmpClassOK:3203
